unittitle,function
Nicolay,Personne
Niquit,Personne
"Nivert, Henri",Personne
"Noailles, Le Chevalier de",Personne
Noel,Personne
"Nointel, de",Personne
"Noirmoutiers, Le Duc de",Personne
"Norcy, Sieur de",Personne
Nordin,Personne
"Noré, Le Chevalier de",Personne
"Nossay, de",Personne
Noué,Personne
Nouet,Personne
"Nuaillé, Le Chevalier de",Personne
"Nyoullon, Claude",Personne
Ollivier,Personne
"Ollivier, Jean",Personne
Oriou,Personne
Pacaut (alias Pacault),Personne
Pachot,Personne
Palu de Fontenay,Personne
Papin,Personne
Paret,Personne
"Pasdejeu, Sieur de (alias Padejeu)",Personne
"Pasdejeu, Sieur de (alias Padjeu)",Personne
Pasquier,Personne
Patissier,Personne
Patoulet,Personne
Payen,Personne
Pellé,Personne
"Pelletan, Abraham",Personne
Pelletier,Personne
"Penarier Des Brions, Madame",Personne
"Pennes, Sieur de",Personne
Pépin,Personne
Péribau,Personne
"Perot, Vincent",Personne
Perrault,Personne
"Perrinet, Sieur de",Personne
Perrot,Personne
"Persin, Sieur de",Personne
"Persy, de",Personne
Petit,Personne
Petit de Boisselle,Personne
Petitval,Personne
Phelipon,Personne
"Phelypeaux, Jérôme",Personne
Phillipon,Personne
"Picard, Jean",Personne
Pichon,Personne
Pinard,Personne
"Piniot, Demoiselle",Personne
Piton (alias Pitton),Personne
Pivert,Personne
"Planta, Sieur de",Personne
"Pléneuf, Sieur de",Personne
"Plésac, de",Personne
"Plumier, [Charles]",Personne
"Poiney, M. de",Personne
"Pointis, M. de",Personne
Poitier,Personne
"Polignac, Abbé de",Personne
"Pomereu, Sieur de",Personne
"Pommery, Gabriel dit La Champignère",Personne
"Pontchartrain, Louis comte de",Personne
"Ponty, Sieur de",Personne
Porrée,Personne
Portier,Personne
Potier,Personne
Pottier,Personne
"Poudens, Le chevalier de",Personne
"Poulain, Veuve",Personne
Pouliou,Personne
Poulletier,Personne
Poussard,Personne
Poux,Personne
"Pradines, Le chevalier de",Personne
"Prévost, Veuve",Personne
"Prioux, Les sœurs",Personne
Prou,Personne
Prunier,Personne
"Puymuré, Mademoiselle de",Personne
Racine,Personne
"Raffin, Etienne",Personne
Raguienne de Mareuil,Personne
"Rambaut, Josué",Personne
"Rambure, Sieur de",Personne
"Rame, Veuve",Personne
"Rancogne, Le chevalier de",Personne
Rangeart,Personne
"Ranque, Michelle Texier de",Personne
"Rateau, Jacques",Personne
Ratrau,Personne
Raubois,Personne
Raymond,Personne
"Raymondis, Sieur de",Personne
"Reals, M. de",Personne
"Reculot, Sieur de",Personne
Regnaud,Personne
Régnier,Personne
"Rémy, Jean",Personne
Renau,Personne
Renaud Latraversie,Personne
Renaut,Personne
Rénier (alias Régnier),Personne
"Rénier, Pierre",Personne
Resgnier,Personne
Rey,Personne
Rhodon (alias Rodon),Personne
"Richard, Pierre",Personne
"Richebourg, Sieur de",Personne
Ricouard,Personne
Rigaud,Personne
Rigord,Personne
Riverin,Personne
"Roanez, Le chevalier de",Personne
Robelin,Personne
Robert,Personne
"Robert, Pierre",Personne
"Robinet, Demoiselle",Personne
Robiot,Personne
"Roche, Pierre",Personne
Rochefort,Personne
"Rochesnart, Demoiselle de",Personne
Rochette,Personne
"Rocmador, Sieur de",Personne
Roger des Motteux,Personne
Roland,Personne
"Rolland, Jean",Personne
"Rolland, Nicolas",Personne
Rome,Personne
Romegoux de Blénac,Personne
Rondeau,Personne
"Roquart, Le chevalier de",Personne
"Roquefeuilles, Sieur de",Personne
Roquette,Personne
Rosier,Personne
Rouet,Personne
"Rougemont, Sieur de",Personne
Rouillé,Personne
Rousseau,Personne
Rousseau d'Orfontaine,Personne
Roussel,Personne
"Roussel, Sieur de",Personne
Roussin,Personne
Rouvières,Personne
"Rouvroy, Le chevalier de",Personne
Roux,Personne
"Roux, la fille de la veuve",Personne
"Roux, Louis",Personne
"Rubin, François",Personne
Saccardy (alias Sacardy),Personne
"Sage, Jean",Personne
"Sageant, Mathieu (alias Sagean)",Personne
Saige,Personne
"Saint-Abre, Le chevalier de",Personne
Saint-Aubin,Personne
"Saint-Aulaire, de",Personne
Saint-Bris,Personne
"Saint-Clair, Sieur de",Personne
Saint-Eloi,Personne
"Saint-Estève, M. de",Personne
Saint-Gilles,Personne
"Saint-Hermine, de",Personne
"Saint-Hilaire, Demoiselles de",Personne
Saint-Laurent,Personne
Saint-Léger,Personne
Saint-Léger de La Saussaye,Personne
"Saint-Luc, de",Personne
"Saint-Mar, M. de",Personne
Saint-Martin,Personne
"Saint-Martin, de",Personne
Saint-Michel Dunezac,Personne
"Saint-Michel, de",Personne
"Saint-Olon, Sieur de",Personne
"Saint-Pol, Sieur de",Personne
Saint-Quentin,Personne
"Saint-Simon, Duc de",Personne
"Saint-Simon, Duchesse de",Personne
"Saint-Sulpice, Sieur de",Personne
"Sainte-Marie, de",Personne
Sainville,Personne
"Salignac, Sieur de",Personne
Salvat,Personne
Sanson,Personne
"Saujon, M. de",Personne
Sausse,Personne
Sauveur,Personne
Sauvion,Personne
"Savigny, de",Personne
"Segonzac, Sieur de",Personne
Seguier,Personne
Seignette,Personne
Selleron,Personne
"Serau, La Dame",Personne
"Sérigny, Sieur de",Personne
Serpault,Personne
"Serpault, Demoiselle",Personne
"Serpaut (alias Serpau, Serpaud, Serpault)",Personne
Serville,Personne
"Sève, M. de",Personne
Sibourre,Personne
Silly,Personne
"Simon, Yves",Personne
Sinson,Personne
Sivry,Personne
"Soissons, Madame la comtesse de",Personne
"Soubise, Mademoiselle de",Personne
"Soufry, M. de",Personne
"Souge, Sieur de",Personne
"Sourdis, Marquis de",Personne
Suraud,Personne
"Surgères, Le chevalier de",Personne
"Tadourneau, Isaac",Personne
"Tallemay, Sieur de",Personne
Talon,Personne
"Tandy, Nathanaël",Personne
Tarault,Personne
Tarragon,Personne
Tarrière,Personne
"Tasseran, Sieur de",Personne
"Taumur, Demoiselle de (alias Thaumeur)",Personne
"Teille, La Demoiselle",Personne
Teuleron,Personne
Thersmitte,Personne
Theus,Personne
Thevenot,Personne
Thibaud Dupaty,Personne
Thibaudeau,Personne
Thibault Desprès,Personne
"Thillorier, Pierre",Personne
Thomas,Personne
"Thomas, Jeanne",Personne
"Thomas, Veuve",Personne
Thuillier,Personne
Thury,Personne
"Tigné, Sieur de",Personne
"Tilly, Sieur de",Personne
Ting,Personne
Tiphaneau,Personne
Tolède,Personne
"Torcy, Jean-Baptiste marquis de",Personne
Toscane,Personne
Touchemarin,Personne
"Touchimbert, Le chevalier de",Personne
"Toulouse, Le comte de",Personne
Toumazon (alias Thomazon),Personne
"Touraud, Jean",Personne
"Tourouvre, Sieur de",Personne
"Tourville, Le Maréchal de",Personne
Traverse,Personne
Tresaguet,Personne
Tronchin,Personne
"Turmenyes, Sieur de",Personne
"Vaison, l'Evêque de",Personne
"Valbelle, Le chevalier de",Personne
"Vallemont, Sieur de",Personne
"Valmenière, Sieur de",Personne
Valossière,Personne
Vambeck,Personne
"Vandeuil, Sieur de",Personne
"Vanolles, Sieur de",Personne
"Varennes, de",Personne
Varin,Personne
Vatbois,Personne
"Vaubourg, de",Personne
"Vaudricourt, Sieur de",Personne
"Vaugiraud, Sieur de",Personne
"Vaulezard, de (alias Vaulezar)",Personne
Vaumignon,Personne
"Vauvré, M. de",Personne
"Veillart, Jean",Personne
Venelot,Personne
"Venneuelle, La prétendue comtesse de",Personne
"Verdille, de",Personne
"Verneuil, René de",Personne
"Véry, Elie",Personne
Vialet,Personne
"Vignier, Pierre",Personne
"Villebon, de",Personne
"Villeroy, Le Maréchal de",Personne
"Villette Mursay, Sieur de",Personne
"Villette, M. de",Personne
"Villiers, de",Personne
Vincens,Personne
"Vitou, Jean",Personne
"Vitou, Nicolas",Personne
"Vitré, Sieur de",Personne
Vivien de Puybalon,Personne
Vivier,Personne
Vivier (alias Du Vivier),Personne
"Viviers, M. de",Personne
"Voisin, Le Chevalier de",Personne
"Voutron, Demoiselles de",Personne
"Voutron, Madame de",Personne
Wincierll,Personne
Youf,Personne
Zacharie,Personne
"Acart, sieur",Personne
"Achille, le frère",Personne
"Affaneur, sieur, de Conteneuille",Personne
Agoust,Personne
"Agoust, sieur",Personne
Alain,Personne
Alaire,Personne
Albert,Personne
Allaire du Beignon,Personne
"Amariton, madame",Personne
Amiel,Personne
Amiens,Personne
Ance de Frise,Personne
Andrieu,Personne
"Appolinaire, le père",Personne
Aramy,Personne
Archambaud,Personne
"Argenton, fils",Personne
"Arger, alias Alger",Personne
"Arnaud, le jeune",Personne
Arnault,Personne
Artur,Personne
"Aubert de La Chesnaye, de Québec",Personne
Aubon Jean,Personne
Ausourd,Personne
Avril,Personne
"Baas, M. de",Personne
"Babin de Raneville, sieur",Personne
Babin des Forgeries,Personne
"Babou, François",Personne
Bachelier,Personne
Bailleul,Personne
Balliany,Personne
Bance,Personne
Barailh,Personne
Barat,Personne
Barnabau,Personne
Baron de Laur,Personne
Barraud,Personne
Barrault,Personne
Barret,Personne
Basquin,Personne
"Baubriand, sieur de",Personne
"Baudrand, sieur de",Personne
Baumefort,Personne
"Baumefort, sieur de",Personne
"Baumeny, les frères",Personne
"Beauchamps, sieur de",Personne
"Beauchesne, M. de",Personne
"Beaugeay Legoux, sieur",Personne
"Beauharnais, le chevalier de",Personne
"Beaulieu, veuve de",Personne
"Beauregard, sieur de",Personne
Beccancourt,Personne
"Beccancourt, sieur de",Personne
Bécheron,Personne
Bécot,Personne
"Bégaud, Jean",Personne
"Bégnicourt, veuve",Personne
Bégon,Personne
"Bégon, l'intendant Michel (note page 322)",Personne
"Bégon, le chevalier",Personne
"Bélabre, marquis de",Personne
Béladon,Personne
Bélier,Personne
Bélin,Personne
Belladoux,Personne
Bellamy,Personne
"Bellefonds, sieur de",Personne
"Belleville, sieur de",Personne
Bellisle,Personne
"Bellisle, M. de",Personne
Bellivau,Personne
"Belmont, M. de",Personne
"Belmont, Mme de",Personne
Benaudforest,Personne
"Benet, veuve",Personne
"Benoit, Elisabeth",Personne
"Bény, sieur",Personne
"Bereil, sieur de",Personne
Bergeret,Personne
"Bernage, sieur de",Personne
"Bernard, le père",Personne
"Bernard, les demoiselles",Personne
"Bernède, Pierre",Personne
Bernessard,Personne
Berquin,Personne
Bertin ,Personne
"Bertrand, Marie",Personne
Béry,Personne
Besnard,Personne
Betzebey,Personne
"Bigotteau, sieur",Personne
Bilbeau,Personne
Billate,Personne
Billaud,Personne
"Billouin, Louis",Personne
"Billy, sieur de",Personne
Binet de Vaudremont,Personne
Bion,Personne
"Bion, Paul",Personne
Bissonnière,Personne
Blanchetière,Personne
"Blénac, marquis de",Personne
Blin,Personne
Blot,Personne
Bohier,Personne
Bois de Villiers,Personne
"Bois de Villiers, chevalier de",Personne
Boishébert,Personne
Boislève,Personne
"Boispineau, sieur de",Personne
"Boisrogue, M. de",Personne
"Boisrond (de Saint-Léger de Boisrond), sieur de",Personne
Boisseau de Ravelois,Personne
"Boisseau, André",Personne
"Boisval, sieur de",Personne
"Boizard, Lucien",Personne
"Bonnaventure, sieur de",Personne
"Bonne Amie, la nommée ",Personne
Bonneau,Personne
"Bonnegens, Charles de",Personne
Bonnemie,Personne
"Bonnemie, sieur de",Personne
"Bonnemort, sieur de",Personne
Bonneval,Personne
"Bonsecours, sieur de",Personne
"Bonsonge, sieur de",Personne
"Bonvourt, sieur de",Personne
Bordage,Personne
Boresdon,Personne
Bouchard,Personne
Bouchart,Personne
Boucher,Personne
"Boucheron, Jean",Personne
"Bouillaivres, sieur de",Personne
"Bouillié, Jacques",Personne
"Bouin de Messingnac, demoiselle",Personne
"Bouloc, M. de",Personne
Bourbelaine,Personne
Bourgeois,Personne
"Bourgogne, duchesse de",Personne
"Bourlet, la veuve",Personne
Boutard,Personne
"Boutefort, sieur de",Personne
Boutin,Personne
"Bouvet, M. de",Personne
"Boye, sieur de",Personne
Boys de Talsy,Personne
"Brach, M. de",Personne
"Bragelonne, sieur de",Personne
Branzon,Personne
"Brassac, contesse de",Personne
Breman,Personne
Brémond d'Ars,Personne
"Bréon, Paul",Personne
Bridou de Belleville et Cie,Personne
"Briosne, veuve",Personne
"Briot, Jacques",Personne
Brochaud,Personne
Brossart de Beaulieu,Personne
Brosset,Personne
Bru,Personne
Brunet,Personne
"Brunet, la dame",Personne
"Bruslé, Jacques",Personne
Brusley,Personne
Bulté,Personne
Burgaud,Personne
"Buterval, sieur de",Personne
"Cabanac, sieur de",Personne
"Cabassoles, sieur de",Personne
"Cailles du Teillay, sieur",Personne
"Caillet, Georges (alias Cagnyé) ",Personne
Calvaud,Personne
"Calvimont, Courtin de",Personne
"Calvimont, Mme de",Personne
"Cambray, veuve",Personne
"Campredon, sieur de",Personne
Camus Destouches,Personne
"Canart, Jean",Personne
Capdeville,Personne
"Carcauy, sieur de",Personne
"Cardaillac, dame de",Personne
Carmeline,Personne
"Carqueville, Alexis de",Personne
Carrion,Personne
"Carton, François",Personne
Castaing,Personne
"Castox, sieur",Personne
Catelin,Personne
Cauvet,Personne
Cavalier,Personne
Cavous,Personne
"Cayrols, sieur de",Personne
Chabon (alias Chabond),Personne
"Chaillé, dame",Personne
Chaillot Desmaine,Personne
"Chalais, comte de",Personne
"Chalons, M. de",Personne
Chamard,Personne
Chambellain,Personne
"Chambon, M. de",Personne
Chamillart,Personne
"Chamilly, maréchal de",Personne
"Champagné, chevalier de",Personne
"Champflour, Etienne de",Personne
"Champigny, M. de",Personne
"Chaon, sieur de",Personne
"Chaplet, Etienne",Personne
Chapusot (alia Chapuzot),Personne
Charier,Personne
"Charles, Louis",Personne
"Charmeneuil, sieur de",Personne
Charon,Personne
"Charon, commissaire",Personne
"Charon, sieur de (alias Charron)",Personne
"Charrier, fils ainé",Personne
Chasselas,Personne
"Chasteau, Jean",Personne
"Chasteleux, comte de",Personne
"Chastellain, sieur",Personne
Chastellan,Personne
"Chastillon, comte de",Personne
"Chastrier, le chevalier de",Personne
"Châteaubardon, M. de",Personne
"Châteauguay, sieur de",Personne
"Châteauguillaume, sieur de",Personne
"Châteaumorant, marquis de",Personne
"Châteauneuf, M. de",Personne
Châteaurenault,Personne
"Châteauvieux, sieur de",Personne
"Châtelaillon, sieur de",Personne
"Chavagnac, sieur de",Personne
Chavigny,Personne
Chenay,Personne
Chevallier,Personne
"Chevigné, M. de",Personne
"Chevillon, Habert",Personne
"Chevreuse, duc de",Personne
Chieze,Personne
"Chilis, sieur de",Personne
Choin,Personne
"Choiseul-Beaupré, M. de",Personne
Cholenec,Personne
Chottard (alias Chotard),Personne
Chottier,Personne
"Chouppe, sieur de",Personne
Chrétien,Personne
"Claye, M. de",Personne
"Clérac, sieur de",Personne
Clermont,Personne
"Coatudavel, sieur de",Personne
Cochaut,Personne
"Coetlogon, marquis de",Personne
"Cognac, François",Personne
"Coignard, le chevalier",Personne
Colinet (alias Collinet),Personne
Collet,Personne
"Collot, Philippe",Personne
"Colombe, M. de",Personne
"Comenge, comte de",Personne
"Comporté, sieur de (alias Composté)",Personne
Constant,Personne
Constantin,Personne
Corbin,Personne
"Cordemoy, abbé de",Personne
Couillandos,Personne
Couillaudeau,Personne
"Courbon-Blénac, chevalier de",Personne
"Courbon-Saint-Léger, M. de",Personne
"Cours Delaur, sieur de",Personne
Courtois,Personne
"Courval, sieur de",Personne
"Courville, sieur de",Personne
Cousté (alias Couté),Personne
"Couttant, Jacques",Personne
Couture,Personne
Couyer,Personne
Créanton,Personne
Cressé,Personne
Cret,Personne
Croiset,Personne
"Cugnac, sieur de",Personne
"Cullant Lesnier, sieur de",Personne
"Cullant, sieur de",Personne
D'Albleiges,Personne
D'Alesme,Personne
D'Arbouville,Personne
"D'Arquian, comte",Personne
"D'Aury, François",Personne
D'Ayderville,Personne
"D'Entragues, le chevalier",Personne
D'Eschillais,Personne
D'Escoyeux,Personne
D'Estienne de Beauregard,Personne
"D'Estrées, l'abbé",Personne
"D'Estrées, le cardinal",Personne
"D'Estrées, le comte",Personne
D'Herbault,Personne
"D'Illiers, la dame",Personne
"D'Illiers, le comte",Personne
"D'Irumberry, le chevalier",Personne
"D'Osmont, le chevalier",Personne
"Dagracia, Juan Fernandez",Personne
Daigremont,Personne
Dallanson,Personne
"Damon, chevalier",Personne
Dandenne,Personne
Dangibeaud,Personne
"Dannesay, dame",Personne
Dans Dautefort,Personne
Daret,Personne
Dargonne,Personne
Darivert,Personne
Darruiets,Personne
"Dartet Labat, Jean",Personne
Dassigny,Personne
Daubenton,Personne
"Daunis, demoiselle",Personne
Davaugour,Personne
"Daviaud, Charles",Personne
David ,Personne
Dayragues,Personne
Decheusse,Personne
Decours Delaur,Personne
Decourt,Personne
Decrest de Chigy,Personne
Deforge,Personne
Degascq,Personne
Degrange,Personne
Dehem,Personne
Dejean,Personne
"Delacombe, Jean",Personne
Delacoste,Personne
Delacour,Personne
"Delacour, fils",Personne
"Delaneau, dame Marguerite, marquise",Personne
Delavie,Personne
Deloube,Personne
"Demons, madame",Personne
"Demontis, Pierre",Personne
Deporteur Despres,Personne
"Derideau, Marie",Personne
"Derivière, le chevalier",Personne
Desallars,Personne
"Desaugiers, le chevalier",Personne
"Desbain, Pierre",Personne
Descharrières,Personne
Deschoisy,Personne
Desclausais,Personne
Descoulon,Personne
"Desdret, veuve",Personne
"Desessarts, veuve",Personne
Desgoutes Lasalle,Personne
Desgroisisle,Personne
Deshaulles,Personne
"Deshayes, Jacques",Personne
Deslandes,Personne
"Desmarattes, veuve",Personne
Desmarets,Personne
Desmont,Personne
Desmoulières,Personne
Desouche,Personne
Despannes (alias d'Espane),Personne
Despéroux (alias d'Espérou),Personne
Desplais,Personne
Devasles,Personne
Deygua,Personne
Dezatiers Cassé,Personne
Dimbert,Personne
Donat,Personne
Doraison de Saint-Louis,Personne
Dorgis,Personne
Dorlemont,Personne
Doroigne,Personne
Dorvilliers,Personne
Doublet,Personne
Doujat,Personne
Dubeignon,Personne
Duboulay,Personne
Dubouquet,Personne
Dubourg Labrunette,Personne
Dubrouillant,Personne
Dubuc (alias Du Bucq),Personne
"Ducasse, madame",Personne
Duchastel,Personne
"Duclerc, veuve",Personne
Ducoudray,Personne
Dudeffand de Gaubertin,Personne
"Dudéron, le chevalier",Personne
Dudezert,Personne
Dufaux,Personne
Dufour,Personne
Dufresmoy,Personne
"Dugaro, marquis",Personne
Duguay-Trouin,Personne
Duhamel,Personne
Duhéron,Personne
Dujardin,Personne
Dulino,Personne
Duluth,Personne
Dumas,Personne
Dumesnil,Personne
Dumesnil Rolland,Personne
Dumesnil Saint-Georges,Personne
Dumeynis,Personne
Dumont,Personne
"Dumont, Jean",Personne
Dumortier,Personne
Dupassage,Personne
Duperey,Personne
Dupetit Val,Personne
Duplessis,Personne
Duplessis des Boulets,Personne
Dupont,Personne
"Duport, Abraham",Personne
Duprat,Personne
Dupré,Personne
"Dupré, Mathurin",Personne
Dupuy,Personne
"Duquesne, madame",Personne
Durand La Garenne,Personne
"Duras, duchesse de",Personne
Durecours,Personne
Durivaud (alias Duriveau),Personne
Duroch (alias Duroc),Personne
Durocher,Personne
Duru,Personne
Duteillay,Personne
Duvau,Personne
Duvivier Thomas,Personne
Edelink,Personne
Esprinchard (alias Espinchars),Personne
Evrard Duhamel,Personne
Faneuil,Personne
"Farcy, sieur de",Personne
"Faure, Paul de",Personne
"Favry, demoiselle",Personne
"Fenis Laboissière, sieur de",Personne
Ferarois,Personne
Feray,Personne
"Féroles, sieur de",Personne
Ferrand,Personne
Ferrand de Cossay,Personne
Ferrand de Costa,Personne
"Ferreau, Charles",Personne
"Ferrière, le comte de",Personne
"Ferry, Moyse",Personne
"Fery, le père",Personne
"Feuquières, le chevalier de",Personne
Filleul,Personne
"Flaming, dame",Personne
"Floret, Daniel",Personne
"Foison, sieur de",Personne
Follet,Personne
"Folleville, sieur de",Personne
Fondelin,Personne
"Fontanieu, sieur de",Personne
"Fontenay, sieur de",Personne
Fontenelle,Personne
Fontenu,Personne
"Foran, Pierre",Personne
"Formel, Alexis",Personne
"Fort, Jacques",Personne
"Fort, Jaquette et Martiale",Personne
"Foucher, veuve",Personne
"Foucherolle, M. de",Personne
Fouchier,Personne
"Fourchelatière, Etienne",Personne
Foureau,Personne
Fournet,Personne
"Fouvey, M. de",Personne
"Foveau, Jacques",Personne
Fradin,Personne
